мітка_часу,навантаження_мвт,температура_с,вітер_м_с,свято,потужність_мвт
2024-07-03 13:00:00,2986.4,23.5,1.0,0,4928.9
2024-07-03 14:00:00,3347.3,19.6,2.9,0,4982.6
2024-07-03 15:00:00,3340.9,18.3,5.0,0,5009.1
2024-07-03 16:00:00,2972.7,25.7,4.9,0,4923.5
2024-07-03 17:00:00,3046.4,23.3,6.4,0,4985.1
2024-07-03 18:00:00,2949.9,23.3,3.8,0,5049.1
2024-07-03 19:00:00,2590.0,27.1,1.2,0,4994.8
2024-07-03 20:00:00,2496.9,28.5,6.1,0,5038.4
2024-07-03 21:00:00,2583.1,24.2,6.9,0,4961.8
2024-07-03 22:00:00,2444.8,24.0,5.8,0,4950.9
2024-07-03 23:00:00,2518.3,26.5,3.7,0,5033.8
2024-07-04 00:00:00,2628.9,20.9,6.1,0,5006.4
2024-07-04 01:00:00,2266.4,25.6,10.9,0,4928.7
2024-07-04 02:00:00,2435.5,26.6,4.2,0,4947.9
2024-07-04 03:00:00,2368.4,27.0,1.4,0,5066.2
2024-07-04 04:00:00,2586.8,19.2,2.8,0,4941.7
2024-07-04 05:00:00,2552.1,22.7,5.3,0,5034.7
2024-07-04 06:00:00,2704.6,22.3,0.8,0,4964.0
2024-07-04 07:00:00,2724.5,25.3,4.3,0,4987.8
2024-07-04 08:00:00,2794.3,26.4,4.8,0,5002.7
2024-07-04 09:00:00,2696.6,29.5,7.1,0,4882.9
2024-07-04 10:00:00,3049.3,23.5,6.6,0,4914.8
2024-07-04 11:00:00,3030.3,23.5,5.7,0,4992.3
2024-07-04 12:00:00,2966.2,28.4,0.3,0,4951.7
2024-07-04 13:00:00,3011.7,25.9,5.8,0,5037.8
2024-07-04 14:00:00,2797.0,28.8,5.4,0,4907.7
2024-07-04 15:00:00,2963.8,25.8,4.5,0,5016.2
2024-07-04 16:00:00,3054.1,21.5,0.5,0,4919.1
2024-07-04 17:00:00,3055.9,21.0,2.4,0,4970.4
2024-07-04 18:00:00,2816.3,20.3,1.7,0,4934.7
2024-07-04 19:00:00,2581.4,27.0,0.0,0,5083.1
2024-07-04 20:00:00,2652.3,28.5,4.0,0,4921.0
2024-07-04 21:00:00,2336.8,30.5,2.4,0,4981.9
2024-07-04 22:00:00,2420.6,27.5,9.3,0,4901.6
2024-07-04 23:00:00,2425.3,28.5,3.7,0,5067.9
2024-07-05 00:00:00,2561.1,23.2,6.6,0,5004.6
2024-07-05 01:00:00,2513.7,21.5,0.9,0,4991.4
2024-07-05 02:00:00,2336.9,27.5,2.9,0,5058.2
2024-07-05 03:00:00,2305.1,26.2,4.2,0,4991.9
2024-07-05 04:00:00,2521.7,25.3,2.2,0,4995.5
2024-07-05 05:00:00,2436.0,26.1,3.2,0,4991.1
2024-07-05 06:00:00,2685.9,25.9,3.6,0,5012.7
2024-07-05 07:00:00,2469.0,28.8,3.5,0,4959.9
2024-07-05 08:00:00,2501.1,28.8,7.7,0,4973.8
2024-07-05 09:00:00,2749.5,26.6,4.8,0,5025.0
2024-07-05 10:00:00,2804.1,27.5,5.0,0,4998.4
2024-07-05 11:00:00,2741.1,26.5,5.1,0,4978.8
2024-07-05 12:00:00,2993.9,23.6,5.2,0,4914.5
2024-07-05 13:00:00,2868.2,27.2,3.8,0,5059.4
2024-07-05 14:00:00,3331.0,20.8,3.4,0,4951.4
2024-07-05 15:00:00,2522.3,28.1,4.3,0,5033.9
2024-07-05 16:00:00,3151.6,21.4,6.3,0,4993.3
2024-07-05 17:00:00,2762.5,25.8,6.3,0,4919.9
2024-07-05 18:00:00,2858.4,22.4,3.5,0,5047.1
2024-07-05 19:00:00,2559.8,26.6,5.5,0,4997.2
2024-07-05 20:00:00,2608.0,24.9,3.6,0,5051.3
2024-07-05 21:00:00,2860.0,20.2,4.1,0,4975.4
2024-07-05 22:00:00,2406.6,26.2,3.1,0,5019.7
2024-07-05 23:00:00,2718.8,23.2,3.6,0,4896.4
2024-07-06 00:00:00,2385.6,27.6,6.7,0,4956.1
2024-07-06 01:00:00,2450.8,24.9,4.2,0,4917.4
2024-07-06 02:00:00,2371.2,26.1,4.3,0,4962.4
2024-07-06 03:00:00,2715.1,22.1,1.1,0,5004.7
2024-07-06 04:00:00,2724.5,23.2,3.4,0,4950.9
2024-07-06 05:00:00,2514.2,23.6,3.5,0,5024.3
2024-07-06 06:00:00,2438.4,27.5,2.3,0,4938.3
2024-07-06 07:00:00,2517.9,30.0,4.0,0,5025.4
2024-07-06 08:00:00,2986.4,22.5,3.1,0,5046.6
2024-07-06 09:00:00,2639.9,28.2,4.2,0,5031.8
2024-07-06 10:00:00,3159.9,18.4,4.2,0,4963.9
2024-07-06 11:00:00,3134.1,21.4,2.1,0,4874.8
2024-07-06 12:00:00,3264.6,22.1,3.2,0,5010.2
2024-07-06 13:00:00,3194.5,20.9,4.2,0,4974.8
2024-07-06 14:00:00,3091.4,20.2,6.4,0,4932.2
2024-07-06 15:00:00,2880.2,26.2,4.5,0,4953.3
2024-07-06 16:00:00,3004.3,24.3,2.7,0,5052.8
2024-07-06 17:00:00,2767.6,26.1,4.8,0,4924.2
2024-07-06 18:00:00,2792.8,27.0,7.4,0,5004.5
2024-07-06 19:00:00,2748.8,25.7,5.8,0,4992.0
2024-07-06 20:00:00,2530.9,26.9,5.1,0,4963.2
2024-07-06 21:00:00,2580.3,24.7,5.5,0,5013.3
2024-07-06 22:00:00,2488.4,21.4,6.9,0,5062.7
2024-07-06 23:00:00,2446.2,28.1,6.2,0,4966.3
2024-07-07 00:00:00,2478.1,23.1,5.1,0,4965.5
2024-07-07 01:00:00,2507.3,22.1,6.1,0,5008.8
2024-07-07 02:00:00,2401.6,24.4,1.8,0,5023.6
2024-07-07 03:00:00,2627.9,22.2,1.0,0,4971.3
2024-07-07 04:00:00,2446.8,23.7,4.3,0,4962.4
2024-07-07 05:00:00,2412.2,25.9,4.1,0,4866.8
2024-07-07 06:00:00,2568.5,26.0,2.9,0,4938.8
2024-07-07 07:00:00,2762.2,22.2,5.7,0,4920.7
2024-07-07 08:00:00,2869.8,23.4,0.3,0,5011.9
2024-07-07 09:00:00,2603.4,28.1,2.9,0,4965.5
2024-07-07 10:00:00,2965.2,26.4,3.0,0,4963.5
2024-07-07 11:00:00,2665.1,31.1,0.7,0,4977.2
2024-07-07 12:00:00,2831.6,28.4,7.0,0,4934.2
2024-07-07 13:00:00,2717.4,28.3,1.3,0,5055.3
2024-07-07 14:00:00,3417.1,20.7,2.8,0,5042.6
2024-07-07 15:00:00,2760.8,27.2,5.8,0,5058.6
2024-07-07 16:00:00,2820.6,24.7,5.3,0,5011.8
2024-07-07 17:00:00,2983.3,23.3,1.8,0,4976.2
2024-07-07 18:00:00,2757.1,25.4,5.4,0,5058.4
2024-07-07 19:00:00,2472.7,27.7,4.6,0,4943.6
2024-07-07 20:00:00,2771.5,26.4,8.7,0,4934.1
2024-07-07 21:00:00,2778.5,22.3,4.8,0,4947.6
2024-07-07 22:00:00,2402.0,27.1,3.7,0,5003.8
2024-07-07 23:00:00,2785.5,23.0,2.3,0,4939.6
2024-07-08 00:00:00,2478.4,25.5,2.5,0,4966.5
2024-07-08 01:00:00,2455.5,24.0,2.3,0,4894.2
2024-07-08 02:00:00,2682.9,24.2,6.7,0,4998.3
2024-07-08 03:00:00,2416.3,27.2,4.0,0,4898.4
2024-07-08 04:00:00,2698.2,21.8,5.1,0,4927.6
2024-07-08 05:00:00,2242.3,30.7,7.0,0,5035.1
2024-07-08 06:00:00,2880.0,19.4,0.7,0,5033.3
2024-07-08 07:00:00,2731.5,23.1,6.6,0,4993.0
2024-07-08 08:00:00,2843.2,26.0,4.1,0,4988.0
2024-07-08 09:00:00,2568.9,26.6,4.9,0,4947.7
2024-07-08 10:00:00,3027.5,24.6,2.3,0,4935.6
2024-07-08 11:00:00,2839.2,24.7,2.5,0,4956.1
2024-07-08 12:00:00,2873.1,26.1,5.0,0,4898.6
2024-07-08 13:00:00,2961.4,24.2,8.8,0,4986.9
2024-07-08 14:00:00,2669.4,29.1,6.0,0,4976.7
2024-07-08 15:00:00,2853.5,27.4,6.5,0,4927.6
2024-07-08 16:00:00,2738.1,27.5,3.6,0,5052.7
2024-07-08 17:00:00,2901.0,22.0,2.8,0,5004.6
2024-07-08 18:00:00,2782.1,24.6,2.4,0,5008.8
2024-07-08 19:00:00,2659.6,24.0,3.0,0,4949.9
2024-07-08 20:00:00,2705.1,21.9,0.1,0,4974.2
2024-07-08 21:00:00,2351.3,26.0,2.6,0,5005.6
2024-07-08 22:00:00,2523.4,23.3,2.9,0,4981.9
2024-07-08 23:00:00,2414.7,26.8,3.6,0,5054.3
2024-07-09 00:00:00,2563.5,21.6,4.3,0,4960.7
2024-07-09 01:00:00,2366.0,30.0,4.7,0,4945.6
2024-07-09 02:00:00,2798.2,22.2,4.0,0,5002.6
2024-07-09 03:00:00,2370.1,25.5,2.8,0,4907.6
2024-07-09 04:00:00,2297.8,27.2,0.1,0,5017.1
2024-07-09 05:00:00,2735.6,23.1,2.8,0,4905.8
2024-07-09 06:00:00,2520.9,27.4,2.1,0,5002.8
2024-07-09 07:00:00,2970.2,21.2,4.9,0,4938.4
2024-07-09 08:00:00,2569.8,29.2,5.8,0,4994.7
2024-07-09 09:00:00,2789.9,24.9,5.9,0,5016.2
2024-07-09 10:00:00,2941.1,23.1,5.5,0,4978.5
2024-07-09 11:00:00,3000.1,23.9,3.7,0,4910.9
2024-07-09 12:00:00,2785.9,27.3,3.0,0,4926.0
2024-07-09 13:00:00,3160.9,23.1,2.5,0,4934.4
2024-07-09 14:00:00,2925.7,22.6,1.0,0,4876.1
2024-07-09 15:00:00,3065.9,24.2,6.0,0,5027.2
2024-07-09 16:00:00,2863.1,21.3,3.7,0,4976.3
2024-07-09 17:00:00,2547.6,30.3,1.5,0,4914.1
2024-07-09 18:00:00,2798.4,23.1,2.3,0,5043.6
2024-07-09 19:00:00,2404.9,27.3,2.3,0,4935.8
2024-07-09 20:00:00,2372.6,25.5,4.1,0,4983.4
2024-07-09 21:00:00,2570.2,21.9,6.1,0,4929.6
2024-07-09 22:00:00,2493.6,24.8,3.3,0,4869.9
2024-07-09 23:00:00,2281.2,27.2,0.5,0,4902.6
2024-07-10 00:00:00,2332.8,24.2,3.6,0,4945.0
2024-07-10 01:00:00,2382.5,28.4,3.7,0,5012.4
2024-07-10 02:00:00,2155.1,27.9,3.6,0,4984.8
2024-07-10 03:00:00,2385.0,27.6,2.7,0,4974.4
2024-07-10 04:00:00,2454.4,23.4,4.4,0,4866.9
2024-07-10 05:00:00,2573.2,21.6,4.1,0,5030.9
2024-07-10 06:00:00,2627.4,23.0,4.0,0,4978.6
2024-07-10 07:00:00,2703.7,25.4,4.8,0,4961.5
2024-07-10 08:00:00,2520.8,26.4,3.1,0,5024.1
2024-07-10 09:00:00,3163.3,18.3,3.0,0,5029.8
2024-07-10 10:00:00,2764.1,24.8,6.8,0,5025.2
2024-07-10 11:00:00,2798.4,25.3,5.1,0,4955.1
2024-07-10 12:00:00,3012.3,24.0,5.7,0,4917.3
2024-07-10 13:00:00,2948.4,28.7,6.5,0,5016.9
2024-07-10 14:00:00,2769.8,26.1,5.1,0,4899.2
2024-07-10 15:00:00,2766.8,28.7,5.9,0,5064.8
2024-07-10 16:00:00,2861.2,24.2,0.8,0,4968.8
2024-07-10 17:00:00,2613.3,27.6,4.4,0,4914.4
2024-07-10 18:00:00,2603.0,29.7,3.6,0,4905.8
2024-07-10 19:00:00,2395.4,28.7,7.4,0,4903.6
2024-07-10 20:00:00,2640.0,21.5,5.9,0,4974.5
2024-07-10 21:00:00,2617.6,24.0,2.7,0,4967.1
2024-07-10 22:00:00,2687.4,23.8,4.7,0,4905.6
2024-07-10 23:00:00,2449.0,26.3,4.3,0,4949.6
2024-07-11 00:00:00,2175.3,26.8,4.9,0,4895.6
2024-07-11 01:00:00,2444.3,22.2,2.0,0,4993.5
2024-07-11 02:00:00,2494.8,25.0,4.7,0,4961.3
2024-07-11 03:00:00,2857.2,18.7,3.5,0,4945.1
2024-07-11 04:00:00,2303.7,29.1,4.6,0,4899.6
2024-07-11 05:00:00,2542.2,23.2,2.6,0,4949.0
2024-07-11 06:00:00,2750.7,24.9,2.8,0,4943.3
2024-07-11 07:00:00,2700.2,23.8,6.3,0,4979.9
2024-07-11 08:00:00,2501.2,28.2,1.9,0,4972.4
2024-07-11 09:00:00,3149.4,16.2,2.0,0,5003.6
2024-07-11 10:00:00,2734.3,24.7,3.9,0,4939.8
2024-07-11 11:00:00,3193.5,24.4,2.5,0,4871.0
2024-07-11 12:00:00,3134.2,23.4,2.2,0,5013.6
2024-07-11 13:00:00,2589.0,29.9,4.2,0,4917.2
2024-07-11 14:00:00,3234.0,22.1,1.0,0,4908.7
2024-07-11 15:00:00,2825.6,27.1,2.0,0,4961.9
2024-07-11 16:00:00,2843.5,25.8,8.1,0,4979.2
2024-07-11 17:00:00,2532.7,28.5,4.9,0,4937.5
2024-07-11 18:00:00,2779.4,22.8,2.5,0,4937.1
2024-07-11 19:00:00,2764.7,22.6,4.8,0,4944.5
2024-07-11 20:00:00,2243.0,28.0,5.1,0,5034.9
2024-07-11 21:00:00,2422.7,26.0,6.0,0,4963.9
2024-07-11 22:00:00,2682.7,20.1,3.7,0,4915.6
2024-07-11 23:00:00,2634.5,23.1,6.0,0,4916.2
2024-07-12 00:00:00,2287.4,25.9,0.1,0,4948.1
2024-07-12 01:00:00,2362.9,27.2,1.9,0,4972.6
2024-07-12 02:00:00,2281.7,22.7,4.3,0,4984.9
2024-07-12 03:00:00,2926.2,16.0,4.7,0,4966.9
2024-07-12 04:00:00,2308.0,26.3,2.2,0,4918.6
2024-07-12 05:00:00,2703.2,21.0,4.5,0,4939.5
2024-07-12 06:00:00,2911.0,18.7,2.8,0,4997.4
2024-07-12 07:00:00,3085.1,16.2,3.4,0,4903.4
2024-07-12 08:00:00,2593.6,27.1,6.0,0,4937.4
2024-07-12 09:00:00,2645.1,25.1,5.8,0,4990.5
2024-07-12 10:00:00,2789.6,24.0,2.0,0,5004.4
2024-07-12 11:00:00,2768.1,28.9,1.9,0,4951.0
2024-07-12 12:00:00,2752.0,26.6,3.2,0,4940.1
2024-07-12 13:00:00,2655.0,29.6,3.9,0,4894.6
2024-07-12 14:00:00,2983.3,20.5,2.7,0,4986.9
2024-07-12 15:00:00,2977.2,24.6,6.1,0,5026.6
2024-07-12 16:00:00,2961.2,19.9,4.7,0,5088.9
2024-07-12 17:00:00,2915.0,24.0,4.8,0,4980.0
2024-07-12 18:00:00,2655.1,24.0,1.5,0,4958.1
2024-07-12 19:00:00,2667.1,26.6,6.3,0,4914.7
2024-07-12 20:00:00,2581.8,24.8,1.6,0,4866.7
2024-07-12 21:00:00,2381.9,26.6,5.7,0,4969.5
2024-07-12 22:00:00,2533.9,26.8,5.9,0,5078.2
2024-07-12 23:00:00,2135.4,31.2,3.1,0,5024.2
2024-07-13 00:00:00,2398.0,23.7,6.5,0,5013.1
2024-07-13 01:00:00,2596.7,21.8,3.9,0,4969.6
2024-07-13 02:00:00,2213.3,25.4,4.1,0,4975.3
2024-07-13 03:00:00,2272.2,22.2,4.7,0,4836.1
2024-07-13 04:00:00,2379.8,29.1,10.4,0,4995.4
2024-07-13 05:00:00,2471.7,23.8,6.7,0,4928.3
2024-07-13 06:00:00,2746.1,23.0,5.4,0,4922.2
2024-07-13 07:00:00,2721.4,23.2,2.2,0,4941.1
2024-07-13 08:00:00,2495.5,26.8,4.3,0,4939.4
2024-07-13 09:00:00,2866.1,24.2,2.4,0,4921.4
2024-07-13 10:00:00,2894.1,22.7,5.6,0,4958.0
2024-07-13 11:00:00,2511.0,29.7,4.3,0,4929.4
2024-07-13 12:00:00,2934.7,22.1,1.8,0,4962.3
2024-07-13 13:00:00,2735.1,24.8,4.2,0,4882.9
2024-07-13 14:00:00,2842.6,26.6,2.3,0,4946.6
2024-07-13 15:00:00,3039.5,19.8,4.3,0,4902.5
2024-07-13 16:00:00,2759.1,26.1,2.3,0,4925.2
2024-07-13 17:00:00,2922.5,21.5,4.1,0,4964.5
2024-07-13 18:00:00,2502.3,27.1,5.5,0,4877.1
2024-07-13 19:00:00,2635.1,21.8,3.9,0,4916.2
2024-07-13 20:00:00,2737.0,26.7,3.2,0,4985.7
2024-07-13 21:00:00,2361.0,28.0,4.4,0,4886.6
2024-07-13 22:00:00,2529.2,27.2,5.4,0,5046.2
2024-07-13 23:00:00,2503.2,25.4,1.8,0,5017.5
2024-07-14 00:00:00,2385.1,23.9,4.5,0,4929.2
2024-07-14 01:00:00,2470.6,22.9,6.6,0,4914.6
2024-07-14 02:00:00,2212.3,29.0,5.1,0,4964.0
2024-07-14 03:00:00,2689.6,22.5,4.1,0,4881.6
2024-07-14 04:00:00,2676.6,21.5,5.3,0,4853.8
2024-07-14 05:00:00,2339.3,26.6,4.9,0,4931.0
2024-07-14 06:00:00,2720.3,22.2,5.5,0,4947.2
2024-07-14 07:00:00,2858.9,21.7,0.0,0,4958.7
2024-07-14 08:00:00,2805.3,20.3,0.9,0,4923.2
2024-07-14 09:00:00,2896.7,23.1,6.0,0,5017.6
2024-07-14 10:00:00,2976.6,24.3,1.0,0,4879.2
2024-07-14 11:00:00,2747.9,25.3,4.8,0,4897.0
2024-07-14 12:00:00,2676.6,27.5,3.3,0,4978.3
2024-07-14 13:00:00,2939.9,26.2,2.0,0,4895.9
2024-07-14 14:00:00,2892.3,24.0,4.7,0,4893.9
2024-07-14 15:00:00,2804.0,24.0,4.4,0,4960.1
2024-07-14 16:00:00,2839.5,26.1,8.2,0,4901.3
2024-07-14 17:00:00,2641.2,28.4,2.8,0,4947.3
2024-07-14 18:00:00,2701.9,25.0,6.9,0,4918.9
2024-07-14 19:00:00,2822.2,23.2,4.7,0,4910.9
2024-07-14 20:00:00,2832.1,21.6,2.7,0,4848.8
2024-07-14 21:00:00,2698.6,20.3,5.6,0,4960.9
2024-07-14 22:00:00,2564.5,26.6,5.1,0,4891.6
2024-07-14 23:00:00,2496.5,26.3,4.1,0,4945.5
2024-07-15 00:00:00,2108.8,26.3,4.5,0,4925.0
2024-07-15 01:00:00,2286.1,24.1,2.8,0,4940.3
2024-07-15 02:00:00,1974.8,28.8,2.3,0,4943.1
2024-07-15 03:00:00,2438.5,23.1,5.5,0,4960.3
2024-07-15 04:00:00,2202.1,27.4,3.6,0,4914.2
2024-07-15 05:00:00,2428.2,24.4,3.8,0,5012.7
2024-07-15 06:00:00,2761.6,22.7,4.6,0,4858.2
2024-07-15 07:00:00,2376.3,26.3,4.5,0,4939.3
2024-07-15 08:00:00,2657.5,25.8,1.1,0,4992.4
2024-07-15 09:00:00,2727.0,25.6,6.6,0,4974.4
2024-07-15 10:00:00,2802.0,24.8,4.2,0,4901.9
2024-07-15 11:00:00,2883.5,24.4,3.6,0,4910.2
2024-07-15 12:00:00,2294.2,31.7,4.9,0,4900.3
2024-07-15 13:00:00,2633.2,28.1,4.5,0,4980.6
2024-07-15 14:00:00,2932.1,26.7,5.5,0,4913.6
2024-07-15 15:00:00,2727.5,24.9,5.1,0,4963.4
2024-07-15 16:00:00,2835.5,27.6,5.4,0,4963.8
2024-07-15 17:00:00,2549.8,26.1,6.7,0,5069.0
2024-07-15 18:00:00,2547.9,24.6,5.8,0,4966.3
2024-07-15 19:00:00,2584.3,23.6,3.7,0,4910.0
2024-07-15 20:00:00,2692.1,24.3,1.8,0,4877.6
2024-07-15 21:00:00,2879.3,15.0,7.3,0,4936.8
2024-07-15 22:00:00,2456.5,25.2,3.5,0,4944.6
2024-07-15 23:00:00,2478.9,23.1,3.1,0,4840.1
2024-07-16 00:00:00,2166.2,29.2,0.5,0,4911.6
2024-07-16 01:00:00,2492.0,24.5,4.7,0,4962.1
2024-07-16 02:00:00,2605.8,20.9,4.3,0,4920.6
2024-07-16 03:00:00,2294.5,24.3,1.0,0,4995.7
2024-07-16 04:00:00,2554.7,21.3,4.9,0,4869.3
2024-07-16 05:00:00,2609.1,25.9,3.0,0,4981.1
2024-07-16 06:00:00,2553.7,25.3,9.4,0,4993.0
2024-07-16 07:00:00,2343.2,27.3,2.9,0,4995.1
2024-07-16 08:00:00,2669.8,22.1,3.1,0,4869.0
2024-07-16 09:00:00,2845.6,24.6,2.3,0,4963.0
2024-07-16 10:00:00,3094.0,20.4,6.6,0,4913.8
2024-07-16 11:00:00,2657.5,26.6,3.3,0,4877.0
2024-07-16 12:00:00,2878.1,26.0,2.6,0,4926.6
2024-07-16 13:00:00,2975.6,26.0,5.4,0,4902.0
2024-07-16 14:00:00,3029.7,24.5,1.2,0,4993.3
2024-07-16 15:00:00,2954.3,25.7,5.3,0,4972.9
2024-07-16 16:00:00,2627.6,29.3,7.6,0,4889.6
2024-07-16 17:00:00,2786.4,23.6,5.1,0,4911.1
2024-07-16 18:00:00,2637.7,24.9,5.3,0,4928.2
2024-07-16 19:00:00,2782.7,21.2,5.7,0,4943.6
2024-07-16 20:00:00,2594.6,21.9,7.4,0,4997.6
2024-07-16 21:00:00,2449.5,24.8,6.4,0,4981.8
2024-07-16 22:00:00,2425.9,27.8,4.9,0,4949.8
2024-07-16 23:00:00,2274.7,23.7,5.8,0,4934.2
2024-07-17 00:00:00,2246.9,23.7,2.2,0,4855.3
2024-07-17 01:00:00,2496.7,23.2,5.6,0,5008.6
2024-07-17 02:00:00,2404.1,22.8,2.0,0,4921.6
2024-07-17 03:00:00,2166.3,25.3,3.3,0,5021.7
2024-07-17 04:00:00,2629.6,19.9,2.2,0,4953.8
2024-07-17 05:00:00,2300.3,28.2,4.8,0,5045.2
2024-07-17 06:00:00,2605.0,22.4,2.7,0,4974.3
2024-07-17 07:00:00,2590.6,26.6,6.2,0,4872.4
2024-07-17 08:00:00,2743.3,20.6,4.8,0,4913.2
2024-07-17 09:00:00,2657.3,26.4,6.2,0,4935.5
2024-07-17 10:00:00,2686.8,26.4,1.8,0,4900.3
2024-07-17 11:00:00,2796.2,25.6,6.1,0,4925.1
2024-07-17 12:00:00,2858.9,21.4,8.2,0,4875.6
2024-07-17 13:00:00,2795.5,25.1,5.5,0,4944.2
2024-07-17 14:00:00,3063.4,20.8,5.6,0,4955.8
2024-07-17 15:00:00,2944.5,23.6,4.3,0,4893.7
2024-07-17 16:00:00,2838.4,27.5,3.0,0,5041.0
2024-07-17 17:00:00,2717.6,26.8,5.5,0,4947.1
2024-07-17 18:00:00,2736.1,24.4,1.0,0,4903.1
2024-07-17 19:00:00,2889.4,21.5,3.2,0,4862.5
2024-07-17 20:00:00,2436.9,26.3,0.5,0,4947.0
2024-07-17 21:00:00,2645.8,24.5,2.6,0,4930.9
2024-07-17 22:00:00,2855.9,17.4,5.3,0,4983.1
2024-07-17 23:00:00,2251.2,26.7,5.0,0,4936.8
2024-07-18 00:00:00,2561.1,24.3,4.1,0,4881.0
2024-07-18 01:00:00,2248.7,27.9,4.3,0,5024.2
2024-07-18 02:00:00,2724.6,21.0,0.2,0,4962.4
2024-07-18 03:00:00,2831.5,14.8,3.3,0,4928.0
2024-07-18 04:00:00,2340.6,25.2,2.6,0,4948.9
2024-07-18 05:00:00,2371.8,25.2,2.7,0,4964.4
2024-07-18 06:00:00,2747.6,19.3,5.2,0,4869.2
2024-07-18 07:00:00,2699.5,21.4,2.3,0,4948.5
2024-07-18 08:00:00,2414.7,32.6,2.8,0,4918.2
2024-07-18 09:00:00,2791.9,23.4,0.2,0,4966.0
2024-07-18 10:00:00,2531.9,26.5,3.4,0,4903.6
2024-07-18 11:00:00,2966.4,22.4,1.8,0,4910.4
2024-07-18 12:00:00,3207.5,18.1,4.2,0,5023.8
2024-07-18 13:00:00,2860.0,23.8,2.1,0,5002.2
2024-07-18 14:00:00,2939.4,23.5,4.2,0,4775.9
2024-07-18 15:00:00,2902.3,23.1,3.7,0,4998.5
2024-07-18 16:00:00,2884.4,24.0,7.3,0,4937.0
2024-07-18 17:00:00,2767.9,25.1,5.0,0,4905.2
2024-07-18 18:00:00,2744.6,23.9,0.3,0,4890.3
2024-07-18 19:00:00,2667.0,20.5,1.5,0,4893.2
2024-07-18 20:00:00,2695.9,25.8,4.1,0,4906.7
2024-07-18 21:00:00,2593.4,18.5,2.1,0,4884.3
2024-07-18 22:00:00,2689.4,18.2,1.9,0,4872.9
2024-07-18 23:00:00,2187.1,26.5,6.7,0,4888.6
2024-07-19 00:00:00,2336.0,25.8,5.4,0,4953.5
2024-07-19 01:00:00,2372.9,24.1,5.0,0,4939.9
2024-07-19 02:00:00,2521.1,20.1,2.8,0,4965.2
2024-07-19 03:00:00,2629.5,22.1,4.9,0,4934.1
2024-07-19 04:00:00,2573.5,23.5,2.6,0,4872.0
2024-07-19 05:00:00,2662.9,19.5,4.4,0,4962.1
2024-07-19 06:00:00,2727.1,22.0,2.2,0,4887.1
2024-07-19 07:00:00,2677.9,26.2,7.0,0,4969.7
2024-07-19 08:00:00,2585.0,28.5,0.9,0,4879.1
2024-07-19 09:00:00,2792.1,23.0,6.5,0,4903.0
2024-07-19 10:00:00,2525.0,26.5,4.1,0,4919.3
2024-07-19 11:00:00,3164.3,18.5,3.0,0,4971.1
2024-07-19 12:00:00,2830.7,26.2,4.3,0,4946.2
2024-07-19 13:00:00,2921.8,21.8,5.5,0,4938.4
2024-07-19 14:00:00,2820.4,25.2,6.7,0,5031.7
2024-07-19 15:00:00,2869.0,23.5,4.6,0,4845.5
2024-07-19 16:00:00,2737.9,28.2,2.2,0,4885.5
2024-07-19 17:00:00,3058.3,21.6,4.1,0,4883.3
2024-07-19 18:00:00,2707.8,26.1,7.6,0,4848.8
2024-07-19 19:00:00,2643.9,23.4,6.7,0,4901.4
2024-07-19 20:00:00,2682.0,23.8,5.8,0,4971.8
2024-07-19 21:00:00,2571.9,23.7,5.6,0,4907.8
2024-07-19 22:00:00,2531.4,21.7,5.4,0,4920.7
2024-07-19 23:00:00,2597.9,24.2,6.3,0,4851.3
2024-07-20 00:00:00,2290.1,24.0,3.1,0,4894.3
2024-07-20 01:00:00,2377.1,24.9,1.3,0,4911.0
2024-07-20 02:00:00,2429.3,24.4,4.1,0,4966.2
2024-07-20 03:00:00,2251.2,26.6,2.4,0,4850.4
2024-07-20 04:00:00,2359.2,26.9,1.9,0,4911.4
2024-07-20 05:00:00,2711.9,21.0,2.6,0,4988.5
2024-07-20 06:00:00,2446.3,26.8,9.0,0,4911.9
2024-07-20 07:00:00,2821.4,20.6,4.3,0,4828.3
2024-07-20 08:00:00,2601.5,25.9,4.7,0,4998.1
2024-07-20 09:00:00,2726.9,26.0,1.6,0,4970.9
2024-07-20 10:00:00,3056.2,18.4,0.3,0,4977.6
2024-07-20 11:00:00,2788.4,24.4,2.4,0,4846.9
2024-07-20 12:00:00,2933.9,22.8,6.9,0,5009.7
2024-07-20 13:00:00,3104.0,21.9,4.7,0,4895.5
2024-07-20 14:00:00,2477.5,28.2,5.2,0,4908.6
2024-07-20 15:00:00,2842.4,22.2,5.5,0,4899.0
2024-07-20 16:00:00,3140.9,21.7,2.8,0,4981.5
2024-07-20 17:00:00,2754.7,24.4,6.8,0,4925.1
2024-07-20 18:00:00,2536.2,26.2,2.7,0,4958.2
2024-07-20 19:00:00,2707.3,23.7,6.8,0,4937.9
2024-07-20 20:00:00,2302.7,27.7,4.9,0,4929.4
2024-07-20 21:00:00,2196.6,25.8,0.4,0,4886.8
2024-07-20 22:00:00,2742.6,17.6,2.5,0,5024.7
2024-07-20 23:00:00,2376.8,22.6,0.4,0,4860.9
2024-07-21 00:00:00,2432.5,22.4,6.3,0,4951.5
2024-07-21 01:00:00,2315.3,25.5,4.0,0,4949.7
2024-07-21 02:00:00,2696.8,16.2,0.5,0,4988.6
2024-07-21 03:00:00,1881.5,31.7,4.8,0,5000.3
